LBE,CONGRESSIONAL_DISTRICT_CODE,LEGISLATIVE_DISTRICT_CODE,PRECINCT,PARTY,POLLS,EARLY_VOING,ABSENTEE,PROVISIONAL,ELIGIBLE_VOTERS
Baltimore City,07,43,027-033,OTHER PARTIES,2,2,0,0,10
Baltimore City,07,43,027-033,REPUBLICAN,44,12,5,4,116
Baltimore City,07,43,027-033,UNAFFILIATED,71,34,5,8,226
Baltimore City,07,43,027-034,DEMOCRAT,475,222,33,32,1280
Baltimore City,07,43,027-034,GREEN,1,0,0,0,3
Baltimore City,07,43,027-034,LIBERTARIAN,0,0,0,0,2
Baltimore City,07,43,027-034,OTHER PARTIES,2,0,0,0,6
Baltimore City,07,43,027-034,REPUBLICAN,16,5,0,1,46
Baltimore City,07,43,027-034,UNAFFILIATED,26,9,2,0,98
Baltimore City,07,43,027-035,DEMOCRAT,593,733,43,33,2516
Baltimore City,07,43,027-035,GREEN,1,1,0,1,7
Baltimore City,07,43,027-035,LIBERTARIAN,1,0,0,0,7
Baltimore City,07,43,027-035,OTHER PARTIES,2,2,0,0,12
Baltimore City,07,43,027-035,REPUBLICAN,25,7,0,0,81
Baltimore City,07,43,027-035,UNAFFILIATED,44,33,1,1,219
Baltimore City,07,43,027-036,DEMOCRAT,276,136,13,32,765
Baltimore City,07,43,027-036,GREEN,4,0,0,0,4
Baltimore City,07,43,027-036,LIBERTARIAN,1,0,0,0,2
Baltimore City,07,43,027-036,OTHER PARTIES,2,0,0,1,4
Baltimore City,07,43,027-036,REPUBLICAN,10,1,0,1,29
Baltimore City,07,43,027-036,UNAFFILIATED,19,11,0,0,84
Baltimore City,03,43,027-037,DEMOCRAT,217,96,36,10,459
Baltimore City,03,43,027-037,GREEN,0,0,0,0,0
Baltimore City,03,43,027-037,LIBERTARIAN,0,0,1,0,4
Baltimore City,03,43,027-037,OTHER PARTIES,0,0,0,0,0
Baltimore City,03,43,027-037,REPUBLICAN,54,12,10,0,118
Baltimore City,03,43,027-037,UNAFFILIATED,37,10,8,1,84
Baltimore City,03,43,027-038,DEMOCRAT,389,210,34,21,964
Baltimore City,03,43,027-038,GREEN,2,4,0,0,10
Baltimore City,03,43,027-038,LIBERTARIAN,0,0,0,0,2
Baltimore City,03,43,027-038,OTHER PARTIES,4,0,0,0,9
Baltimore City,03,43,027-038,REPUBLICAN,51,12,9,5,151
Baltimore City,03,43,027-038,UNAFFILIATED,65,27,16,7,222
Baltimore City,03,43,027-039,DEMOCRAT,332,88,33,19,549
Baltimore City,03,43,027-039,GREEN,4,0,0,0,4
Baltimore City,03,43,027-039,LIBERTARIAN,1,0,0,0,2
Baltimore City,03,43,027-039,OTHER PARTIES,0,1,0,0,2
Baltimore City,03,43,027-039,REPUBLICAN,96,8,6,0,156
Baltimore City,03,43,027-039,UNAFFILIATED,43,11,12,1,95
Baltimore City,03,43,027-040,DEMOCRAT,463,222,92,10,935
Baltimore City,03,43,027-040,GREEN,0,3,0,0,5
Baltimore City,03,43,027-040,LIBERTARIAN,3,1,0,0,7
Baltimore City,03,43,027-040,OTHER PARTIES,0,1,0,1,1
Baltimore City,03,43,027-040,REPUBLICAN,177,34,8,3,300
Baltimore City,03,43,027-040,UNAFFILIATED,104,37,12,4,220
Baltimore City,03,43,027-041,DEMOCRAT,532,340,118,11,1209
Baltimore City,03,43,027-041,GREEN,4,4,1,0,11
Baltimore City,03,43,027-041,LIBERTARIAN,2,1,1,0,4
Baltimore City,03,43,027-041,OTHER PARTIES,4,1,0,0,6
Baltimore City,03,43,027-041,REPUBLICAN,163,34,15,2,307
Baltimore City,03,43,027-041,UNAFFILIATED,102,44,21,2,238
Baltimore City,03,41,027-042,DEMOCRAT,550,255,96,12,1110
Baltimore City,03,41,027-042,GREEN,2,3,0,0,7
Baltimore City,03,41,027-042,LIBERTARIAN,5,0,1,0,9
Baltimore City,03,41,027-042,OTHER PARTIES,0,1,1,1,4
Baltimore City,03,41,027-042,REPUBLICAN,151,27,13,4,274
Baltimore City,03,41,027-042,UNAFFILIATED,92,29,24,7,238
Baltimore City,03,41,027-043,DEMOCRAT,286,144,37,5,570
Baltimore City,03,41,027-043,GREEN,0,0,0,0,1
Baltimore City,03,41,027-043,LIBERTARIAN,1,1,0,0,3
Baltimore City,03,41,027-043,OTHER PARTIES,0,1,0,0,2
Baltimore City,03,41,027-043,REPUBLICAN,51,8,10,0,94
Baltimore City,03,41,027-043,UNAFFILIATED,40,17,11,2,97
Baltimore City,03,41,027-044,DEMOCRAT,472,196,74,16,900
Baltimore City,03,41,027-044,GREEN,1,0,0,0,3
Baltimore City,03,41,027-044,LIBERTARIAN,0,1,1,0,3
Baltimore City,03,41,027-044,OTHER PARTIES,2,0,0,1,6
Baltimore City,03,41,027-044,REPUBLICAN,97,18,10,1,163
Baltimore City,03,41,027-044,UNAFFILIATED,46,16,14,2,124
Baltimore City,03,41,027-045,DEMOCRAT,653,235,121,11,1227
Baltimore City,03,41,027-045,GREEN,5,0,1,0,11
Baltimore City,03,41,027-045,LIBERTARIAN,3,1,0,0,4
Baltimore City,03,41,027-045,OTHER PARTIES,1,0,0,0,3
Baltimore City,03,41,027-045,REPUBLICAN,108,14,14,2,197
Baltimore City,03,41,027-045,UNAFFILIATED,107,27,22,3,244
Baltimore City,03,41,027-046,DEMOCRAT,354,124,74,10,632
Baltimore City,03,41,027-046,GREEN,6,0,0,0,6
Baltimore City,03,41,027-046,LIBERTARIAN,1,1,0,0,2
Baltimore City,03,41,027-046,OTHER PARTIES,3,1,0,0,6
Baltimore City,03,41,027-046,REPUBLICAN,51,12,14,0,96
Baltimore City,03,41,027-046,UNAFFILIATED,37,15,10,0,93
Baltimore City,03,41,027-047,DEMOCRAT,381,121,41,6,772
Baltimore City,03,41,027-047,GREEN,2,0,0,0,4
Baltimore City,03,41,027-047,LIBERTARIAN,4,0,0,0,5
Baltimore City,03,41,027-047,OTHER PARTIES,2,2,0,0,6
Baltimore City,03,41,027-047,REPUBLICAN,67,6,2,0,125
Baltimore City,03,41,027-047,UNAFFILIATED,106,18,5,1,207
Baltimore City,07,41,027-048,DEMOCRAT,293,227,36,21,776
Baltimore City,07,41,027-048,GREEN,1,0,0,0,3
Baltimore City,07,41,027-048,LIBERTARIAN,3,1,0,0,5
Baltimore City,07,41,027-048,OTHER PARTIES,2,1,0,0,3
Baltimore City,07,41,027-048,REPUBLICAN,12,7,3,1,39
Baltimore City,07,41,027-048,UNAFFILIATED,20,9,3,1,69
Baltimore City,03,41,027-049,DEMOCRAT,854,629,192,29,2104
Baltimore City,03,41,027-049,GREEN,7,3,0,0,11
Baltimore City,03,41,027-049,LIBERTARIAN,6,0,0,1,11
Baltimore City,03,41,027-049,OTHER PARTIES,3,2,0,0,8
Baltimore City,03,41,027-049,REPUBLICAN,137,30,13,9,290
Baltimore City,03,41,027-049,UNAFFILIATED,118,58,30,2,337
Baltimore City,03,41,027-050,DEMOCRAT,471,255,59,5,955
Baltimore City,03,41,027-050,GREEN,2,0,0,0,7
Baltimore City,03,41,027-050,LIBERTARIAN,3,3,1,0,7
Baltimore City,03,41,027-050,OTHER PARTIES,0,0,0,0,1
Baltimore City,03,41,027-050,REPUBLICAN,37,10,3,0,71
Baltimore City,03,41,027-050,UNAFFILIATED,41,20,5,1,108
Baltimore City,07,41,027-051,DEMOCRAT,102,23,19,21,217
Baltimore City,07,41,027-051,GREEN,1,0,0,0,2
Baltimore City,07,41,027-051,LIBERTARIAN,0,0,0,0,0
Baltimore City,07,41,027-051,OTHER PARTIES,0,0,0,0,2
Baltimore City,07,41,027-051,REPUBLICAN,5,1,2,2,19
Baltimore City,07,41,027-051,UNAFFILIATED,2,2,0,1,12
Baltimore City,07,41,027-052,DEMOCRAT,611,584,54,44,2276
Baltimore City,07,41,027-052,GREEN,0,0,0,0,4
Baltimore City,07,41,027-052,LIBERTARIAN,0,0,0,0,2
Baltimore City,07,41,027-052,OTHER PARTIES,2,0,0,0,6
Baltimore City,07,41,027-052,REPUBLICAN,18,5,1,0,65
Baltimore City,07,41,027-052,UNAFFILIATED,37,20,3,5,192
Baltimore City,07,40,027-053,DEMOCRAT,463,250,29,61,1367
Baltimore City,07,40,027-053,GREEN,1,1,0,0,1
Baltimore City,07,40,027-053,LIBERTARIAN,2,0,0,0,5
Baltimore City,07,40,027-053,OTHER PARTIES,0,0,2,0,4
Baltimore City,07,40,027-053,REPUBLICAN,10,3,4,2,38
Baltimore City,07,40,027-053,UNAFFILIATED,31,3,2,6,115
Baltimore City,07,40,027-054,DEMOCRAT,147,81,6,55,486
Baltimore City,07,40,027-054,GREEN,2,0,0,0,2
Baltimore City,07,40,027-054,LIBERTARIAN,0,0,0,1,2
Baltimore City,07,40,027-054,OTHER PARTIES,0,0,0,0,1
Baltimore City,07,40,027-054,REPUBLICAN,5,1,0,5,27
Baltimore City,07,40,027-054,UNAFFILIATED,12,5,0,2,50
Baltimore City,07,41,027-055,DEMOCRAT,251,82,7,40,703
Baltimore City,07,41,027-055,GREEN,1,0,0,0,1
Baltimore City,07,41,027-055,LIBERTARIAN,0,0,0,0,0
Baltimore City,07,41,027-055,OTHER PARTIES,0,0,0,0,5
Baltimore City,07,41,027-055,REPUBLICAN,11,2,0,0,31
Baltimore City,07,41,027-055,UNAFFILIATED,11,1,0,1,53
Baltimore City,07,41,027-056,DEMOCRAT,290,151,9,12,850
Baltimore City,07,41,027-056,GREEN,0,0,0,0,1
Baltimore City,07,41,027-056,LIBERTARIAN,1,0,0,0,3
Baltimore City,07,41,027-056,OTHER PARTIES,2,0,0,1,4
Baltimore City,07,41,027-056,REPUBLICAN,7,5,1,0,37
Baltimore City,07,41,027-056,UNAFFILIATED,15,8,2,0,68
Baltimore City,07,41,027-057,DEMOCRAT,432,472,47,22,1769
Baltimore City,07,41,027-057,GREEN,0,0,0,0,0
Baltimore City,07,41,027-057,LIBERTARIAN,0,1,0,0,2
Baltimore City,07,41,027-057,OTHER PARTIES,0,0,0,0,7
Baltimore City,07,41,027-057,REPUBLICAN,13,5,2,1,51
Baltimore City,07,41,027-057,UNAFFILIATED,23,22,2,3,134
Baltimore City,07,41,027-058,DEMOCRAT,161,122,8,27,543
Baltimore City,07,41,027-058,GREEN,1,0,0,0,2
Baltimore City,07,41,027-058,LIBERTARIAN,1,0,0,0,1
Baltimore City,07,41,027-058,OTHER PARTIES,0,0,0,0,0
Baltimore City,07,41,027-058,REPUBLICAN,4,2,1,1,20
Baltimore City,07,41,027-058,UNAFFILIATED,6,5,0,1,30
Baltimore City,07,41,027-059,DEMOCRAT,196,231,14,34,785
Baltimore City,07,41,027-059,GREEN,0,0,0,0,0
Baltimore City,07,41,027-059,LIBERTARIAN,0,1,0,0,1
Baltimore City,07,41,027-059,OTHER PARTIES,1,0,1,0,3
Baltimore City,07,41,027-059,REPUBLICAN,4,2,0,4,33
Baltimore City,07,41,027-059,UNAFFILIATED,17,7,0,4,66
Baltimore City,07,41,027-060,DEMOCRAT,347,467,21,33,1313
Baltimore City,07,41,027-060,GREEN,0,1,0,0,2
Baltimore City,07,41,027-060,LIBERTARIAN,0,0,0,0,2
Baltimore City,07,41,027-060,OTHER PARTIES,1,0,1,1,4
Baltimore City,07,41,027-060,REPUBLICAN,39,16,5,2,109
Baltimore City,07,41,027-060,UNAFFILIATED,33,19,3,1,107
Baltimore City,07,41,027-061,DEMOCRAT,196,183,18,4,622
Baltimore City,07,41,027-061,GREEN,0,1,0,0,1
Baltimore City,07,41,027-061,LIBERTARIAN,1,0,0,0,2
Baltimore City,07,41,027-061,OTHER PARTIES,1,0,0,0,4
Baltimore City,07,41,027-061,REPUBLICAN,6,9,3,0,39
Baltimore City,07,41,027-061,UNAFFILIATED,15,11,1,1,69
Baltimore City,03,41,027-062,DEMOCRAT,389,380,86,23,1347
Baltimore City,03,41,027-062,GREEN,0,1,0,0,5
Baltimore City,03,41,027-062,LIBERTARIAN,2,2,0,0,7
Baltimore City,03,41,027-062,OTHER PARTIES,0,0,0,0,3
Baltimore City,03,41,027-062,REPUBLICAN,93,51,14,5,289
Baltimore City,03,41,027-062,UNAFFILIATED,61,35,5,1,261
Baltimore City,03,41,027-063,DEMOCRAT,421,402,55,29,1366
Baltimore City,03,41,027-063,GREEN,0,1,1,0,4
Baltimore City,03,41,027-063,LIBERTARIAN,1,2,0,0,3
Baltimore City,03,41,027-063,OTHER PARTIES,3,0,1,0,11
Baltimore City,03,41,027-063,REPUBLICAN,83,44,10,6,238
Baltimore City,03,41,027-063,UNAFFILIATED,57,24,7,8,219
Baltimore City,03,41,027-064,DEMOCRAT,440,307,54,36,1124
Baltimore City,03,41,027-064,GREEN,1,0,2,0,6
Baltimore City,03,41,027-064,LIBERTARIAN,3,2,0,0,10
Baltimore City,03,41,027-064,OTHER PARTIES,1,0,1,1,2
Baltimore City,03,41,027-064,REPUBLICAN,136,38,23,8,319
Baltimore City,03,41,027-064,UNAFFILIATED,59,42,17,7,262
Baltimore City,03,41,027-065,DEMOCRAT,648,507,150,25,1882
Baltimore City,03,41,027-065,GREEN,1,0,0,0,2
Baltimore City,03,41,027-065,LIBERTARIAN,1,0,1,0,4
Baltimore City,03,41,027-065,OTHER PARTIES,3,2,1,0,8
Baltimore City,03,41,027-065,REPUBLICAN,220,87,34,10,611
Baltimore City,03,41,027-065,UNAFFILIATED,118,36,24,12,418
Baltimore City,03,41,027-066,DEMOCRAT,476,379,98,73,1411
Baltimore City,03,41,027-066,GREEN,2,0,0,0,2
Baltimore City,03,41,027-066,LIBERTARIAN,5,1,0,1,8
Baltimore City,03,41,027-066,OTHER PARTIES,3,1,2,2,12
Baltimore City,03,41,027-066,REPUBLICAN,151,81,41,12,458
Baltimore City,03,41,027-066,UNAFFILIATED,97,33,13,18,329
Baltimore City,03,41,027-067,DEMOCRAT,580,348,62,33,1569
Baltimore City,03,41,027-067,GREEN,1,1,0,0,3
Baltimore City,03,41,027-067,LIBERTARIAN,0,1,0,0,3
Baltimore City,03,41,027-067,OTHER PARTIES,2,2,0,0,10
Baltimore City,03,41,027-067,REPUBLICAN,66,32,15,4,224
Baltimore City,03,41,027-067,UNAFFILIATED,89,24,9,2,303
Baltimore City,07,41,028-001,DEMOCRAT,374,304,15,22,1125
Baltimore City,07,41,028-001,GREEN,0,0,0,0,5
Baltimore City,07,41,028-001,LIBERTARIAN,0,0,0,0,3
Baltimore City,07,41,028-001,OTHER PARTIES,2,2,0,0,8
Baltimore City,07,41,028-001,REPUBLICAN,10,11,0,1,43
Baltimore City,07,41,028-001,UNAFFILIATED,16,14,0,3,105
Baltimore City,07,41,028-002,DEMOCRAT,545,568,64,43,1816
Baltimore City,07,41,028-002,GREEN,0,0,0,0,4
Baltimore City,07,41,028-002,LIBERTARIAN,1,0,1,0,2
Baltimore City,07,41,028-002,OTHER PARTIES,0,4,0,1,7
Baltimore City,07,41,028-002,REPUBLICAN,6,7,1,0,55
Baltimore City,07,41,028-002,UNAFFILIATED,36,18,6,2,145
Baltimore City,07,41,028-003,DEMOCRAT,133,97,5,16,397
Baltimore City,07,41,028-003,GREEN,0,0,0,0,0
Baltimore City,07,41,028-003,LIBERTARIAN,0,0,0,0,0
Baltimore City,07,41,028-003,OTHER PARTIES,0,1,0,0,1
Baltimore City,07,41,028-003,REPUBLICAN,4,4,0,0,16
Baltimore City,07,41,028-003,UNAFFILIATED,5,9,1,1,35
Baltimore City,07,41,028-004,DEMOCRAT,219,125,13,12,580
Baltimore City,07,41,028-004,GREEN,0,1,0,0,1
Baltimore City,07,41,028-004,LIBERTARIAN,0,0,0,0,4
Baltimore City,07,41,028-004,OTHER PARTIES,0,1,0,0,1
Baltimore City,07,41,028-004,REPUBLICAN,13,1,0,1,24
Baltimore City,07,41,028-004,UNAFFILIATED,18,4,2,0,54
Baltimore City,07,41,028-005,DEMOCRAT,454,420,33,33,1453
Baltimore City,07,41,028-005,GREEN,0,0,0,0,0
Baltimore City,07,41,028-005,LIBERTARIAN,0,0,0,0,1
Baltimore City,07,41,028-005,OTHER PARTIES,1,0,0,0,3
Baltimore City,07,41,028-005,REPUBLICAN,11,7,0,1,42
Baltimore City,07,41,028-005,UNAFFILIATED,32,16,1,4,116
Baltimore City,07,41,028-006,DEMOCRAT,666,560,42,44,2049
Baltimore City,07,41,028-006,GREEN,1,0,1,0,6
Baltimore City,07,41,028-006,LIBERTARIAN,2,0,0,0,3
Baltimore City,07,41,028-006,OTHER PARTIES,1,4,1,1,11
Baltimore City,07,41,028-006,REPUBLICAN,14,12,1,1,60
Baltimore City,07,41,028-006,UNAFFILIATED,44,31,2,3,190
Baltimore City,07,41,028-007,DEMOCRAT,371,246,20,35,945
Baltimore City,07,41,028-007,GREEN,2,0,0,0,4
Baltimore City,07,41,028-007,LIBERTARIAN,0,0,0,0,1
Baltimore City,07,41,028-007,OTHER PARTIES,1,0,0,0,4
Baltimore City,07,41,028-007,REPUBLICAN,14,5,0,3,44
Baltimore City,07,41,028-007,UNAFFILIATED,35,18,2,1,100
Baltimore City,07,41,028-008,DEMOCRAT,383,325,48,24,1275
Baltimore City,07,41,028-008,GREEN,0,0,0,0,1
Baltimore City,07,41,028-008,LIBERTARIAN,0,0,0,0,1
Baltimore City,07,41,028-008,OTHER PARTIES,2,2,0,0,7
Baltimore City,07,41,028-008,REPUBLICAN,8,5,1,0,38
Baltimore City,07,41,028-008,UNAFFILIATED,26,9,9,1,106
Baltimore City,07,41,028-009,DEMOCRAT,630,303,36,54,1615
Baltimore City,07,41,028-009,GREEN,0,3,0,1,6
Baltimore City,07,41,028-009,LIBERTARIAN,2,0,0,0,7
Baltimore City,07,41,028-009,OTHER PARTIES,4,1,0,0,8
Baltimore City,07,41,028-009,REPUBLICAN,21,3,1,4,73
Baltimore City,07,41,028-009,UNAFFILIATED,60,21,6,7,200
Baltimore City,07,41,028-010,DEMOCRAT,478,669,38,23,1714
Baltimore City,07,41,028-010,GREEN,0,0,1,1,5
Baltimore City,07,41,028-010,LIBERTARIAN,0,0,0,1,1
Baltimore City,07,41,028-010,OTHER PARTIES,0,1,0,0,6
Baltimore City,07,41,028-010,REPUBLICAN,29,13,3,0,75
Baltimore City,07,41,028-010,UNAFFILIATED,48,28,4,3,168
Baltimore City,07,41,028-011,DEMOCRAT,456,627,59,29,1741
Baltimore City,07,41,028-011,GREEN,1,1,0,0,3
Baltimore City,07,41,028-011,LIBERTARIAN,1,0,1,0,6
Baltimore City,07,41,028-011,OTHER PARTIES,2,2,1,1,7
Baltimore City,07,41,028-011,REPUBLICAN,32,12,3,0,80
Baltimore City,07,41,028-011,UNAFFILIATED,35,24,3,6,136
Baltimore City,07,41,028-012,DEMOCRAT,276,405,28,22,1009
Baltimore City,07,41,028-012,GREEN,0,2,0,0,2
Baltimore City,07,41,028-012,LIBERTARIAN,2,1,0,1,6
Baltimore City,07,41,028-012,OTHER PARTIES,1,0,0,0,4
Baltimore City,07,41,028-012,REPUBLICAN,38,17,6,2,101
Baltimore City,07,41,028-012,UNAFFILIATED,44,18,6,5,137
Baltimore City,07,44A,028-013,DEMOCRAT,321,339,67,39,1194
Baltimore City,07,44A,028-013,GREEN,0,1,0,0,2
Baltimore City,07,44A,028-013,LIBERTARIAN,2,1,0,0,6
Baltimore City,07,44A,028-013,OTHER PARTIES,1,0,1,0,4
Baltimore City,07,44A,028-013,REPUBLICAN,11,1,1,0,43
Baltimore City,07,44A,028-013,UNAFFILIATED,23,10,4,4,108
Baltimore City,07,44A,028-014,DEMOCRAT,196,106,5,13,475
Baltimore City,07,44A,028-014,GREEN,0,0,0,0,2
Baltimore City,07,44A,028-014,LIBERTARIAN,0,2,0,0,3
Baltimore City,07,44A,028-014,OTHER PARTIES,1,0,0,0,2
Baltimore City,07,44A,028-014,REPUBLICAN,8,2,0,1,20
Baltimore City,07,44A,028-014,UNAFFILIATED,9,10,1,5,43
Baltimore City,07,44A,028-015,DEMOCRAT,517,387,51,45,1437
Baltimore City,07,44A,028-015,GREEN,1,0,0,0,4
Baltimore City,07,44A,028-015,LIBERTARIAN,3,0,0,0,5
Baltimore City,07,44A,028-015,OTHER PARTIES,2,1,1,2,8
Baltimore City,07,44A,028-015,REPUBLICAN,65,29,12,3,176
Baltimore City,07,44A,028-015,UNAFFILIATED,72,42,7,12,233
Baltimore City,,,Unable to Determine,DEMOCRAT,0,0,0,614,
Baltimore City,,,Unable to Determine,GREEN,0,0,0,0,
Baltimore City,,,Unable to Determine,LIBERTARIAN,0,0,0,0,
Baltimore City,,,Unable to Determine,OTHER PARTIES,0,0,0,5,
Baltimore City,,,Unable to Determine,REPUBLICAN,0,0,0,43,
Baltimore City,,,Unable to Determine,UNAFFILIATED,0,0,0,93,
Baltimore County,07,44B,001-001,DEMOCRAT,1028,1133,79,82,3283
Baltimore County,07,44B,001-001,GREEN,2,2,0,0,7
Baltimore County,07,44B,001-001,LIBERTARIAN,9,3,0,0,15
Baltimore County,07,44B,001-001,OTHER PARTIES,6,6,0,0,21
Baltimore County,07,44B,001-001,REPUBLICAN,74,70,11,3,248
Baltimore County,07,44B,001-001,UNAFFILIATED,134,112,10,11,481
Baltimore County,07,10,001-002,DEMOCRAT,536,446,41,38,1443
Baltimore County,07,10,001-002,GREEN,1,0,0,0,2
Baltimore County,07,10,001-002,LIBERTARIAN,2,0,0,0,3
Baltimore County,07,10,001-002,OTHER PARTIES,1,1,0,0,5
Baltimore County,07,10,001-002,REPUBLICAN,57,35,6,3,156
Baltimore County,07,10,001-002,UNAFFILIATED,76,39,1,7,204
Baltimore County,07,44B,001-003,DEMOCRAT,783,786,85,33,2115
Baltimore County,07,44B,001-003,GREEN,5,2,0,0,10
Baltimore County,07,44B,001-003,LIBERTARIAN,4,3,0,0,12
Baltimore County,07,44B,001-003,OTHER PARTIES,11,10,1,1,28
Baltimore County,07,44B,001-003,REPUBLICAN,229,105,24,2,506
Baltimore County,07,44B,001-003,UNAFFILIATED,202,77,19,9,511
Baltimore County,07,44B,001-004,DEMOCRAT,976,860,121,36,2697
Baltimore County,07,44B,001-004,GREEN,3,0,1,0,9
Baltimore County,07,44B,001-004,LIBERTARIAN,3,1,0,1,13
Baltimore County,07,44B,001-004,OTHER PARTIES,12,6,1,0,36
Baltimore County,07,44B,001-004,REPUBLICAN,221,114,25,6,527
Baltimore County,07,44B,001-004,UNAFFILIATED,172,101,14,7,572
Baltimore County,07,44B,001-005,DEMOCRAT,1042,797,54,62,2776
Baltimore County,07,44B,001-005,GREEN,2,2,0,0,7
Baltimore County,07,44B,001-005,LIBERTARIAN,3,3,0,0,13
Baltimore County,07,44B,001-005,OTHER PARTIES,7,4,0,1,16
Baltimore County,07,44B,001-005,REPUBLICAN,168,108,12,4,456
Baltimore County,07,44B,001-005,UNAFFILIATED,186,70,7,8,513
Baltimore County,07,44B,001-006,DEMOCRAT,1235,955,45,39,3198
Baltimore County,07,44B,001-006,GREEN,2,0,0,0,7
Baltimore County,07,44B,001-006,LIBERTARIAN,7,1,0,0,12
Baltimore County,07,44B,001-006,OTHER PARTIES,6,3,1,0,15
Baltimore County,07,44B,001-006,REPUBLICAN,67,43,5,2,198
Baltimore County,07,44B,001-006,UNAFFILIATED,126,73,7,3,424
Baltimore County,07,44B,001-007,DEMOCRAT,541,262,32,30,1160
Baltimore County,07,44B,001-007,GREEN,1,0,2,1,6
Baltimore County,07,44B,001-007,LIBERTARIAN,8,1,0,3,14
Baltimore County,07,44B,001-007,OTHER PARTIES,6,3,1,1,15
Baltimore County,07,44B,001-007,REPUBLICAN,181,64,16,5,358
Baltimore County,07,44B,001-007,UNAFFILIATED,99,48,8,6,290
Baltimore County,07,44B,001-008,DEMOCRAT,745,577,87,25,1976
Baltimore County,07,44B,001-008,GREEN,9,4,1,1,24
Baltimore County,07,44B,001-008,LIBERTARIAN,13,3,1,0,33
Baltimore County,07,44B,001-008,OTHER PARTIES,11,8,1,0,33
Baltimore County,07,44B,001-008,REPUBLICAN,445,212,23,11,956
Baltimore County,07,44B,001-008,UNAFFILIATED,302,161,21,6,825
Baltimore County,07,12,001-009,DEMOCRAT,620,390,57,33,1500
Baltimore County,07,12,001-009,GREEN,2,1,1,0,7
Baltimore County,07,12,001-009,LIBERTARIAN,7,4,1,0,20
Baltimore County,07,12,001-009,OTHER PARTIES,10,6,3,1,22
Baltimore County,07,12,001-009,REPUBLICAN,233,106,14,14,488
Baltimore County,07,12,001-009,UNAFFILIATED,120,82,12,10,396
Baltimore County,07,12,001-010,DEMOCRAT,663,478,99,15,1575
Baltimore County,07,12,001-010,GREEN,12,3,0,0,18
Baltimore County,07,12,001-010,LIBERTARIAN,10,2,0,0,16
Baltimore County,07,12,001-010,OTHER PARTIES,14,13,1,0,38
Baltimore County,07,12,001-010,REPUBLICAN,381,178,35,18,764
Baltimore County,07,12,001-010,UNAFFILIATED,222,88,20,7,499
Baltimore County,07,44B,001-011,DEMOCRAT,621,306,61,11,1245
Baltimore County,07,44B,001-011,GREEN,2,4,0,0,8
Baltimore County,07,44B,001-011,LIBERTARIAN,8,5,0,0,19
Baltimore County,07,44B,001-011,OTHER PARTIES,9,6,2,0,24
Baltimore County,07,44B,001-011,REPUBLICAN,532,157,16,12,889
Baltimore County,07,44B,001-011,UNAFFILIATED,213,70,11,7,447
Baltimore County,07,44B,001-012,DEMOCRAT,632,517,89,21,1546
Baltimore County,07,44B,001-012,GREEN,7,4,1,1,20
Baltimore County,07,44B,001-012,LIBERTARIAN,8,4,2,0,22
Baltimore County,07,44B,001-012,OTHER PARTIES,15,5,1,1,32
Baltimore County,07,44B,001-012,REPUBLICAN,569,314,46,16,1156
Baltimore County,07,44B,001-012,UNAFFILIATED,274,154,26,10,663
Baltimore County,07,12,001-013,DEMOCRAT,582,542,78,15,1396
Baltimore County,07,12,001-013,GREEN,2,6,1,0,10
Baltimore County,07,12,001-013,LIBERTARIAN,8,5,5,0,25
Baltimore County,07,12,001-013,OTHER PARTIES,8,8,5,0,27
Baltimore County,07,12,001-013,REPUBLICAN,449,256,31,11,902
Baltimore County,07,12,001-013,UNAFFILIATED,209,98,15,5,472
Baltimore County,07,12,001-014,DEMOCRAT,397,484,99,33,1217
Baltimore County,07,12,001-014,GREEN,1,2,1,1,6
Baltimore County,07,12,001-014,LIBERTARIAN,7,3,5,0,17
Baltimore County,07,12,001-014,OTHER PARTIES,10,10,5,2,28
Baltimore County,07,12,001-014,REPUBLICAN,403,326,76,13,999
Baltimore County,07,12,001-014,UNAFFILIATED,194,105,31,13,489
Baltimore County,07,44B,001-015,DEMOCRAT,622,475,93,19,1663
Baltimore County,07,44B,001-015,GREEN,2,2,1,0,11
Baltimore County,07,44B,001-015,LIBERTARIAN,15,5,2,0,40
Baltimore County,07,44B,001-015,OTHER PARTIES,13,10,4,0,36
Baltimore County,07,44B,001-015,REPUBLICAN,415,193,27,14,878
Baltimore County,07,44B,001-015,UNAFFILIATED,228,113,22,6,605
Baltimore County,07,12,001-016,DEMOCRAT,575,173,225,26,1271
Baltimore County,07,12,001-016,GREEN,0,0,1,0,1
Baltimore County,07,12,001-016,LIBERTARIAN,6,0,0,0,9
Baltimore County,07,12,001-016,OTHER PARTIES,6,7,21,2,54
Baltimore County,07,12,001-016,REPUBLICAN,455,61,121,11,821
Baltimore County,07,12,001-016,UNAFFILIATED,75,22,19,2,185
Baltimore County,07,44B,001-017,DEMOCRAT,1161,980,70,78,3125
Baltimore County,07,44B,001-017,GREEN,1,1,3,0,10
Baltimore County,07,44B,001-017,LIBERTARIAN,6,2,0,1,12
Baltimore County,07,44B,001-017,OTHER PARTIES,9,6,1,0,23
Baltimore County,07,44B,001-017,REPUBLICAN,97,39,8,7,239
Baltimore County,07,44B,001-017,UNAFFILIATED,195,92,12,15,558
Baltimore County,07,44B,002-001,DEMOCRAT,520,556,34,29,1467
